Disease_id,VN_name
5277,Khối u tế bào sao cấp độ cao
5278,tật nứt đốt sống
5279,Bệnh loạn dưỡng cơ bẩm sinh Walker-Warburg
5280,Suy giáp bẩm sinh không có bướu cổ
5281,"Loạn sản cột sống siêu hình, loại 'gãy góc'"
5282,Hội chứng ngưng thở khi ngủ do tắc nghẽn
5283,Cơn thiếu máu cục bộ thoáng qua tuần hoàn sau
5284,Nhiễm trùng đặc hiệu cho giai đoạn chu sinh
5286,Khóc không thích hợp
5287,Pollaki niệu
5288,Ung thư biểu mô tuyến ống mật
5289,Giảm khả năng sinh sản
5290,Hình thái mí mắt bất thường
5293,Hội chứng rối loạn vận động
5294,Bệnh thần kinh và tâm thần
5295,Giảm nồng độ GABA trong huyết thanh
5296,Hb-SD
5297,Liệt mềm cấp tính
5298,Giảm trương lực một bên
5299,Nhiễm Alphavirus
5300,U trung biểu mô màng phổi
5301,Viêm cơ tim tăng bạch cầu ái toan
5303,Bóc tách động mạch cảnh
5304,"Rối loạn tiểu cầu, có tính chất gia đình, có liên quan đến bệnh ác tính tủy"
5305,Triệu chứng mũi
5307,Đục thủy tinh thể cực trước 2
5308,Triệu chứng tình dục
5309,U xơ nang
5310,Ứ mật ngoài gan
5311,Tiền sản giật
5313,"Huyết khối xoang, nội sọ"
5314,Viêm cổ tử cung không do lậu cầu
5315,Mẹ tăng huyết áp
5316,Bệnh thalassemia nhẹ
5318,Độc tính gan do hóa chất
5320,Thận thải natri
5321,Khiếm khuyết thụ thể hormone tuyến giáp
5322,Hình thái ống tụy bất thường
5323,Xâm lấn mạch máu hành xương bất thường
5326,dày sừng
5327,Tăng nồng độ propylene glycol trong máu
5328,Huyết khối mạch vành
5329,ROSE Cụm 1
5330,Áp xe hậu môn
5331,Bệnh mạch máu collagen
5332,Bệnh giống cúm
5333,Brachymetacarpia
5334,Tính cách bốc đồng (tìm kiếm)
5335,Loét giác mạc dạng Herpetiform
5336,"Thuyên tắc, khối u"
5337,Viêm nội tâm mạc cấp tính
5338,Bệnh collagen loại 2 alpha 1
5339,Ngoại hình khuôn mặt Progeroid
5341,"[X] Thoái hóa xương cột sống, không xác định"
5342,Rối loạn tự kỷ
5344,"Hội chứng Usher, loại I"
5345,Bệnh vẩy nến
5346,Khiếm khuyết nhận thức cụ thể liên quan đến lão hóa và các bệnh thần kinh
5347,Ung thư vú một bên
5348,Bất thường của màng xương
5350,Bệnh tiểu đường tuyến tụy xơ hóa
5351,"Ung thư, dạng nôi"
5352,Bệnh bạch cầu/u lympho tế bào T mãn tính ở người trưởng thành
5353,"Đau đớn, nghiền nát"
5354,Xơ thận
5355,Hẹp tĩnh mạch chủ dưới
5356,Ung thư biểu mô nội ống Apocrine
5357,phản ứng với rượu
5358,Suy van phổi
5359,Suy giảm khả năng cô đặc của thận
5360,Bệnh lý bức xạ
5362,Độ cứng cơ bắp
5363,vòm miệng dày lên
5364,diastematomyelia
5366,Rỗ não bẩm sinh
5367,Vôi hóa mạch máu
5368,"Bệnh võng mạc dịch kính tiết dịch, di truyền lặn liên kết với nhiễm sắc thể X"
5369,Sự bùng nổ của lồng xương sườn
5370,Căng thẳng tiết niệu
5371,Thoái hóa võng mạc
5372,Tổn thương da
5373,Tăng sản nội mạc
5374,Tinh hoàn ẩn vùng bẹn
5375,Bệnh thận mãn tính giai đoạn 4
5376,Nhiễm Spirocerca
5377,Điểm nổi bật của chuỗi xoắn
5378,Hội chứng Guillain Barre
5379,Retrognathia (ở một số bệnh nhân)
5380,Mất thính giác thần kinh không do hội chứng
5381,dấu hiệu bóng đèn
5382,Tăng đường kính trước sau của ngực
5383,Khối u trung thất
5384,Một phần ba dưới ngắn của khuôn mặt
5385,Dị tật Chiari loại II
5386,Hẹp niệu đạo
5387,"Suy giáp, bẩm sinh, không bướu cổ, 4"
5388,bệnh Actinomycosis
5389,Hạ canxi niệu
5390,U ác của đuôi tụy
5391,Hội chứng teo thị giác trội nhiễm sắc thể thường cộng với hội chứng
5392,"Viêm võng mạc sắc tố, nhiễm trùng liên kết với nhiễm sắc thể X và nhiễm trùng hô hấp, có hoặc không có điếc"
5394,"BỆNH TIM MẠCH, TỬ VONG TRẺ SƠ SINH, DO CYTOCHROME c SỰ THIẾU OXIDASE 4"
5395,Bệnh lây truyền qua đường tình dục
5396,"Sứt môi một bên, hoàn toàn"
5397,U lympho nguyên bào lympho tế bào tiền thân
5398,Sau đục thủy tinh thể
5400,Ung thư dương tính với Papillomavirus ở người
5401,Đốt sống thắt lưng thứ 5 bị thiểu sản
5402,Bệnh u hạt bạch cầu ái toan với viêm đa mạch
5403,Mụn cóc ở mặt
5404,Bệnh Histoplasmosis lây lan
5405,Cảm giác xúc giác ở xa bị suy giảm
5406,"Khiếm khuyết tổng hợp axit mật, bẩm sinh, 2"
5407,"Dị thể, nội tạng, 3, nhiễm sắc thể thường"
5408,"Mất ngôn ngữ, sau chấn thương"
5409,Phù ruột
5410,Bất thường về hình thái tế bào tủy xương
5411,"Hội chứng nhược cơ, bẩm sinh, kênh chậm"
5412,Bệnh lùn khổng lồ
5413,Sốt phó thương hàn
5414,Chứng mất trí dưới vỏ não
5415,co thắt phế quản
5416,Thiếu hụt thành phần bài tiết
5417,Mụn trứng cá
5418,Ung thư biểu mô tế bào gan liên quan đến virus viêm gan
5419,Viêm võng mạc sắc tố 10
5420,Bệnh nội tiết tự miễn
5421,Viêm amiđan liên cầu khuẩn
5422,khô mắt mãn tính
5423,Nhiễm khuẩn gram dương
5424,U hạt hoại tử
5425,Chuyển động mắt không tự nguyện bất thường
5426,Nhiễm Henipavirus
5427,tự cắt xén
5428,Chứng loạn sản epiphysealis hemimelica
5429,Bệnh Creutzfeldt-Jakob khác
5430,Bệnh về mí mắt
5431,Phối hợp tay mắt kém
5432,U nguyên bào thần kinh nguy cơ cao
5433,Nhiễm virus viêm gan
5434,Bệnh khớp canxi pyrophosphate
5435,Viêm tuyến vi mô vú
5436,Chứng mất ngôn ngữ
5437,Bệnh Libman-Sack
5438,Hội chứng Zlotogora-Ogur
5439,Xơ cứng động mạch chủ
5440,Khối u ác tính ở Hamster
5441,"Động kinh phản xạ, nhạy cảm với ánh sáng"
5442,Bệnh xơ khớp
5443,Viêm màng phổi
5445,Hiện tượng Raynaud
5446,Run chân tay
5447,giảm tiểu cầu thiết yếu
5448,Khối u hình thoi/hình thoi không điển hình tái phát
5449,Chấn thương gan
5450,Vô sinh nam do mất nhiễm sắc thể Y
5451,U ác tính nguyên phát của thành bên hầu họng
5452,Ung thư da
5454,Bệnh than qua đường hô hấp
5457,Suy buồng trứng
5458,Xơ vữa động mạch
5459,"Bệnh bạch cầu, tế bào huyết tương"
5461,Các rối loạn tâm thần do rượu khác
5462,Bệnh bạch cầu lymphoblastic cấp tính thường gặp
5463,Đau dây thần kinh
5464,Chất tẩy rửa hoạt động quá mức
5465,Bệnh thần kinh sọ não
5466,Viêm tuyến tiền liệt viêm không triệu chứng
5467,Chứng loạn dưỡng cơ Miyoshi 3
5468,Giảm quá trình chết tế bào lympho
5470,Thiếu UNC13D
5472,vàng da
5473,Loại bỏ mỡ dưới da
5474,Bệnh cơ tim thất phải
5475,Tóc Da Đầu Len
5476,Rối loạn mỡ máu tiểu đường
5477,Cảm giác rung ở xa bị suy giảm
5478,Tóc dày
5479,Bệnh u nang tủy
5481,Epicanthus nghịch đảo
5482,Viêm khớp nhiễm trùng không xác định ở cẳng chân
5483,"Liệt cứng hai chân 15, nhiễm sắc thể thường lặn"
5484,hoại tử xương
5486,Rụng tóc xơ hóa vùng trán sau mãn kinh
5487,Bất thường về hình thái của ống bán khuyên
5488,Ung thư biểu mô tế bào gan biệt hóa tốt
5489,Viêm phổi tái phát
5490,Hoại tử Lipoidica Diabeticorum
5491,Khiếm khuyết lỗ thứ hai rõ ràng hoặc dai dẳng (loại II)
5492,nắp mở
5494,U xơ cơ đám rối dạ dày
5495,Bệnh cường cận giáp nguyên phát
5497,u ác tính nội nhãn tế bào biểu mô
5498,Ung thư biểu mô thận
5499,Tăng sừng với ban đỏ
5502,"U bạch huyết, u nang"
5503,"Sốt rét, Falciparum"
5504,Thiếu hụt aromatase nhau thai
5505,Xơ cứng nội mạc xương đốt bàn tay
5508,Khó chịu ở mũi
5509,"Viêm lưỡi, di cư lành tính"
5510,Run đầu
5511,"Protoporphyria, Erythropoietic, chiếm ưu thế liên kết X"
5512,Bệnh Crohn ở ruột già
5513,Rối loạn nhận dạng tâm lý tình dục
5514,Hội chứng u xơ thần kinh-Noonan
5515,Sự bất thường của sự ổn định nhiễm sắc thể
5517,Vôi hóa tuyến thượng thận
5518,Tổn thương hệ thần kinh trung ương
5519,Sốc giảm thể tích
5520,Giảm galactosyl hóa glycosyl hóa protein liên kết N
5521,Chấn thương cơ quan do tăng viêm
5523,Thiếu vitamin K
5524,Ung thư xương phát sinh trong bệnh Paget của xương
5526,Bán trật C1-C2
5527,vi vôi hóa
5528,bệnh đầu nhỏ
5529,Hen suyễn do Aspirin gây ra
5530,Màu mắt
5531,Polyp vị thành niên
5532,Túi thừa niệu đạo
5533,Bệnh giun lươn
5534,Chứng mất ngôn ngữ Broca
5535,Co thắt mi đơn độc
5536,Tăng các giọt lipid tế bào gan
5537,Sự bất thường của thanh quản
5538,Ung thư biểu mô đáy thực quản
5539,khối u tế bào hạt
5540,Đoạn ST chênh xuống (phát hiện)
5541,Chứng loạn sản cột sống kèm theo tình trạng lỏng lẻo của khớp
5542,U tân sinh niệu quản
5543,"Scotoma, cận trung tâm"
5544,Bệnh võng mạc tiểu đường
5545,Rung nhĩ mãn tính
5546,Akathisia
5547,Thiếu hụt succinate-coenzym Q reductase
5548,Động kinh một phần liên tục
5549,"Xương chày, thiểu sản, có nhiều ngón"
5550,Bệnh mô bào tế bào Langerhans của da
5552,U lympho tế bào lympho nhỏ với sự biệt hóa tương bào
5553,U lympho ác tính nội nhãn không Hodgkin nguyên phát
5555,Giảm vận động
5556,"Sốt xuất huyết, Argentina"
5557,Viêm da cơ
5558,Phì đại tuyến tiền liệt lành tính
5559,Kết dính tiểu cầu
5560,Ung thư phổi tế bào nhỏ loại kết hợp
5561,U máu biểu mô xương
5562,Bất thường ở tai ngoài
5563,Tư thế không ổn định
5564,Bài tiết Chondroitin Sulfate qua nước tiểu
5565,Hội chứng phát triển quá mức Malan
5566,Chủ đề Neuropil
5567,Khối u mô đệm của buồng trứng
5569,u bã nhờn
5570,Khối u sợi đơn độc biệt hóa
5571,Viêm võng mạc sắc tố
5572,Mô tuyến giáp ngoài tử cung (rối loạn)
5573,"Microphthalmia, Phía Sau, Với Viêm võng mạc Pigmentosa, Foveoschisis, Và Đĩa thị Drusen"
5574,Bệnh cơ tim gia đình
5575,Bệnh chàm Herpeticum
5576,Bất thường của xương bàn chân thứ nhất
5577,U biểu mô thần kinh ngoại biên của xương
5578,"Bệnh loạn sản sụn thân rễ, loại 2"
5579,Viêm phúc mạc phân su
5580,Bệnh hệ thần kinh trung ương
5581,nhịp tim nhanh trên thất
5582,"U xi măng dạng khổng lồ, có tính chất gia đình"
5583,vỡ mạch máu
5584,Chứng phình động mạch chủ bụng
5585,Xanthomas phun trào
5586,Lupus ban đỏ Chilblain
5587,Syndactly
5588,"Bệnh u xơ, hung hăng"
5589,Sa tử cung
5590,Khối u tế bào mầm tinh hoàn
5591,Khối u ác tính lan rộng bề ngoài của da
5592,Bệnh còi xương sơ sinh
5593,Đau xuyên tâm
5594,Ung thư tuyến tiền liệt di căn tới xương
5595,Phalanx gần rộng của hallux
5596,Ung thư vú dương tính với thụ thể hormone
5597,Sarcom xương biệt hóa rõ trong xương
5598,Ung thư hạch không Hodgkin chuyển dạng
5599,"AXIT METHYLMALONIC VÀ HOMOCYSTINURIA, LOẠI cblJ"
5600,Nhiễm virus gây suy giảm miễn dịch ở trẻ em
5601,Xơ vữa động mạch động mạch não
5602,Chảy nước dãi
5603,Rối loạn tuần hoàn phổi
5604,Dấu vân tay lòng bàn tay bất thường
5605,Rối loạn bẩm sinh glycosyl hóa loại 1X
5606,Gây mê
5607,Viêm mống mắt
5608,U lympho tế bào lớn Anaplastic
5609,Ung thư biểu mô tế bào đáy
5610,Tỷ lệ CD4:CD8 bất thường
5611,"Bước đi, vấp ngã"
5612,Tăng ornithin máu
5613,Chứng ngủ rũ 1
5614,"Thiếu máu, tan máu"
5615,Rối loạn phát triển Irido-corneo-trabecular (rối loạn)
5617,Giảm nồng độ
5618,"Trầm cảm, sau sinh"
5620,Nhiễm toan methylmalonic với homocystin niệu
5621,Tăng nồng độ axit mật trong huyết thanh
5622,Xơ vữa động mạch chủ
5623,Bệnh đái tháo nhạt
5624,Thoát vị gián đoạn
5625,Mất điều hòa tủy sống tiểu não khởi phát ở trẻ sơ sinh
5626,U nhau thai ác tính
5627,Tim thiểu sản
5628,Loét rìa
5629,Bệnh nấm mycosis chịu lửa
5630,Bệnh não chất trắng phía sau
5631,Thừa hormone vỏ thượng thận
5633,Tay cầm Myotonia
5634,Tiềm năng gợi lên động cơ bất thường
5635,thiếu máu hồng cầu miệng
5636,Rỗ não phát triển
5637,Ung thư thận
5638,Thiếu hụt Sulfoiduronate Sulfatase
5639,Bệnh ba mạch máu của tim
5640,Rối loạn liên quan đến Phencyclidine
5641,"Xơ hóa cơ ngoài nhãn cầu, Bẩm sinh, 3B (rối loạn)"
5642,Bất sản âm đạo
5643,Tân sinh nội biểu mô cổ tử cung
5644,Bệnh thiếu yếu tố IX di truyền không có chất ức chế
5645,"Liệt nửa người, liệt nửa người"
5646,Hội chứng co rút bẩm sinh nguy hiểm 2
5650,Cảm thấy lạnh
5651,Đột biến thụ thể lipoprotein mật độ thấp
5653,Bệnh lý tế bào tiêu diệt tự nhiên
5654,Hội chứng Adams Oliver
5655,Co thắt mạch não
5656,Giãn mạch máu hang vị dạ dày
5657,đau thắt ngực chịu nhiệt
5658,Bệnh thoái hóa khớp ở trẻ vị thành niên
5659,"Rối loạn chức năng tâm thu thất trái, CTCAE 5.0"
5660,Giảm số lượng ống mật trong gan
5661,Hội chứng tăng sinh lympho tự miễn loại 2B
5662,Sarcoma mô mềm thời thơ ấu
5663,"Liệt mắt ngoài tiến triển có xóa DNA ty thể, nhiễm sắc thể thường trội, 2"
5664,"THOÁI HÓA MACULAR, LIÊN QUAN ĐẾN TUỔI, 4 (rối loạn)"
5665,Thiếu máu mạc treo mãn tính
5666,Thiểu sản vòm động mạch chủ bẩm sinh
5667,Blastoma màng phổi phổi
5668,Nhiều u nang
5669,Miệng bất thường
5672,Chứng cuồng ăn
5673,Tăng tế bào lympho dai dẳng
5674,U lympho tế bào B không thể phân loại được với các đặc điểm trung gian giữa u lympho Hodgkin cổ điển và u lympho tế bào B lớn lan tỏa
5675,Rối loạn vận động mi
5676,Rối loạn trầm cảm
5677,suy giáp trung ương
5678,Bệnh nha chu 1
5679,Chuyển động đầu bất thường
5680,Rối loạn van động mạch chủ
5681,"Vôi hóa khối u, Nồng độ phosphat huyết, Có tính chất gia đình"
5682,U nang dưới sụn
5683,GIẢM TUYỆT VỜI 2 (rối loạn)
5684,Hội chứng Progeroid XFE
5685,"Hội chứng thiếu hụt đa yếu tố gia đình, loại II"
5686,Đục thủy tinh thể hai bên bẩm sinh
5687,Polyp ở vòm họng
5688,Suy gan tối cấp kèm phù não
5689,Ung thư vú ở mèo
5690,Cúm do virus cúm A phân nhóm H7N9
5691,Tăng Transaminase Gan
5692,Tăng nồng độ axit 3-hydroxy-3-methylglutaric trong nước tiểu
5693,Bệnh Parkinson xơ vữa động mạch
5694,Teo cơ cột sống gần
5695,Nhau bong non
5696,giao hợp đau
5697,Vôi hóa bất thường của xương cổ tay
5698,Thị lực giảm dần
5699,Viêm nha chu khởi phát sớm
5700,Khối u nướu
5701,Chứng cứng khớp bàn ngón bẩm sinh
5702,Tiêu cơ vân do gắng sức (rối loạn)
5703,khả năng tự chủ bị suy giảm
5704,U quái buồng trứng chưa trưởng thành
5705,Hoạt động enzyme/coenzym bất thường
5707,U thận ở trẻ em
5708,Đồng tử ngoài tử cung bẩm sinh
5709,Điểm APGAR thấp
5710,Hàm rộng
5711,Rối loạn qua trung gian Eicosanoid
5713,Thiếu hụt tế bào gốc rìa
5714,Cổ trướng thai nhi
5715,Rối loạn thời gian sinh học
5716,Cằm rộng
5717,U nguyên bào sợi tế bào khổng lồ
5718,Ung thư biểu mô lan tỏa
5719,Điện não đồ bình thường
5720,Hóa trị bạch cầu trung tính bị suy giảm
5721,U thần kinh đệm tái phát
5722,Nhiễm Cytomegalovirus
5723,Kháng thể kháng phospholipid dương tính
5724,Viêm nướu răng
5725,xương đòn móc
5726,Phản ứng truyền máu tán huyết cấp tính
5727,Quá mẫn ngay lập tức
5728,Bóc tách tĩnh mạch vành
5729,Suy hô hấp do yếu cơ
5730,U ác của sàn miệng
5731,Ung thư hạch tràn dịch nguyên phát liên quan đến AIDS
5732,Hạ huyết áp toàn thân từng đợt
5733,Chứng loạn sản thanh quản
5734,Rối loạn chuyển hóa carbohydrate
5737,giả coarctation
5738,Không có cánh tay dynein bên ngoài
5739,Thiếu steroid 21-monooxygenase
5740,Ung thư vú đối bên
5741,Vắng mặt xốp xương sơ cấp
5742,Triệu chứng đường tiêu hóa trên
5743,Giảm sản nhộng dưới
5744,Đa u nang mỡ
5745,pseudohermaphrodite (không đặc hiệu)
5746,Tăng oxalat niệu
5747,U lympho tế bào B nguyên bào lympho
5748,Điển quanh co nhất
5749,"Rối loạn khớp thần kinh hình nón, bẩm sinh không tiến triển"
5750,bệnh parakeratosis
5751,chứng phình động mạch
5752,Giảm sản cơ chi trên
5753,Hội chứng sứt môi Malpuech
5754,bệnh viêm khớp
5755,Giai đoạn IB Ung thư cổ tử cung AJCC v6 và v7
